StationID,StationName,DisplayName,Latitude,Longitude,Elevation,City,stateDesc,CountryDesc,ZipCode
646,CWDN,Collingwood Regional Airport - SW of Wasaga Beach,44.5205,-80.0166,597,Wasaga Beach,Ontario,Canada,
674,CWET,Egbert -Weather Station - SW of Barrie,44.2330,-79.7830,823,Barry,Ontario,Canada,
712,CWGV,Carp Airport - SW of Ottawa,45.3167,-76.0000,383,Ottawa,Ontario,Canada,
699,CWGD,Goderich Airport - NW of Goderich,43.7800,-81.7200,698,Goderich,Ontario,Canada,
701,CWGH,Grenadier Island - NE of Rockport,44.4167,-75.8500,269,Rockport,Ontario,Canada,
702,CWGJ,Montreal River - SW of Frater,47.2472,-84.5958,1506,Frater,Ontario,Canada,
703,CWGL,Lagoon City  - SW of Brichin,44.5333,-79.2167,725,Brichin,Ontario,Canada,
670,CWEP,East Point Weather Station - NE of ElMira,46.4500,-61.9767,42,ElMira,Prince Edward Island,Canada,
831,CWNE,North Point - NW of Seacow Pond,47.0581,-63.9986,26,Seacow Pond,Prince Edward Island,Canada,
921,CWSD,Summerside Airport - NE of Miscouche,46.4411,-63.8381,40,Miscouche,Prince Edward Island,Canada,
1024,CWYG,SE of Charlottetown,46.2333,-63.1333,164,Charlottetown,Prince Edward Island,Canada,
1049,CXBP,Confederation Bridge - SW of Borden-Carleton,46.2333,-63.7333,177,Borden-Carleton,Prince Edward Island,Canada,
1264,CYSU,Summerside Airport - NE of Miscouche,46.4405,-63.8336,56,Miscouche,Prince Edward Island,Canada,
1328,CYYG,Charlottetown Airport,46.2900,-63.1211,160,Charlottetown,Prince Edward Island,Canada,
1314,CYXP,Pangnirtung Airport - SW of Pangnirtung,66.1450,-65.7136,79,Pangnirtung,Quebec,Canada,
1338,CYYY,Mont Joli Airport - NW of Mont Joli,48.6086,-68.2080,172,Mont Joli,Quebec,Canada,
1342,CYZG,Salliut Airport - SW of Salliut,62.1791,-75.6666,742,Salliut,Quebec,Canada,
1353,CZAG,La Grande IV Readac - SE of Kanaaupscow,53.7547,-73.6752,1005,Kanaaupscow,Quebec,Canada,
1349,CYZV,Sept-Iles Airport - NE of Sept-Iles,50.2233,-66.2656,180,Sept-Iles,Quebec,Canada,
1358,CZEM,Eastmain River Airport - SW of Eastmain ,52.2264,-78.5225,23,Eastmain,Quebec,Canada,
1248,CYRJ,Roberval Airport - NW of Roberval,48.5200,-72.2656,587,Roberval,Quebec,Canada,
1255,CYSC,Sherbrooke Airport - NE of Sherbrooke,45.4386,-71.6914,791,Sherbrooke,Quebec,Canada,
1272,CYTQ,Tasiujaq - NW of Kuujjuaq,58.6677,-69.9658,121,Kuujjuaq,Quebec,Canada,
1292,CYVO,Val D'Or Airport - SE of Val D'Or,48.0533,-77.7227,1107,Val D'Or,Quebec,Canada,
1293,CYVP,Kuujjuaq Airport- SW of Kuujjuaq,58.0961,-68.4269,121,Kuujjuaq,Quebec,Canada,
1281,CYUL,Trudeau Int'l Airport - SW of Montreal ,45.4683,-73.7414,118,Montreal,Quebec,Canada,12959
1288,CYUY,Rouyn Airport - SE of McWatters,48.2061,-78.8356,988,McWatters,Quebec,Canada,
1228,CYQB,Jean Lasage Int'l Airport - SW of L'ancienne-Lorette,46.7911,-71.3933,243,L'ancienne-Lorette,Quebec,Canada,
1224,CYPX,NE of Povungnituq,60.0505,-77.2869,74,Povungnituq,Quebec,Canada,
1211,CYOY,Valcartier Heliport,46.9025,-71.5061,550,Valcartier,Quebec,Canada,
1205,CYNM,Matagami Airport - SW of Matagami,49.7616,-77.8277,918,Matagami,Quebec,Canada,
1195,CYML,Charlevoix Murray Bay Airport - NW of Saint-Irenee ,47.5975,-70.2239,978,Saint-Irenee,Quebec,Canada,
1196,CYML,Charlevoix Murray Bay Airport,47.5975,-70.2239,978,Charlevoix Murray Bay,Quebec,Canada,
1220,CYPN,NE of Port Menier,49.8363,-64.2886,167,Port Menier,Quebec,Canada,
1218,CYPH,NE of Inukjuak,58.4716,-78.0772,83,Inukjuak,Quebec,Canada,
1198,CYMT,Chibougamau-Chapais Airport SE of Chapais,49.7719,-74.5281,1270,Chibougamau-Chapais,Quebec,Canada,
1199,CYMU,Umiujaq - NE of Poste-de-la-Baleine,56.5362,-76.5182,233,Poste-de-la-Baleine,Quebec,Canada,
1200,CYMX,Montreal Mirabel Int'l Airport - NW of Mirabel,45.6795,-74.0387,269,Mirabel,Quebec,Canada,12923
1201,CYNA,Natashquan Airport,50.1900,-61.7889,39,Natashquan,Quebec,Canada,
1202,CYNC,Wemindji Airport - NW of Wemindji,53.0108,-78.8302,46,Wemindji,Quebec,Canada,
1203,CYND,Gatineau Airport - NE of Ottawa,45.5216,-75.5635,211,Gatineau,Quebec,Canada,
1182,CYLA,Apaluk - NW of Kuujjuaq,59.2957,-69.5997,115,Kuujjuaq,Quebec,Canada,
1175,CYKG,SE of Kangiqsujuaq,61.5885,-71.9295,495,Kangiqsujuaq,Quebec,Canada,
1178,CYKO,Akulivik Airport - NE of Cape Smith,60.8186,-78.1486,75,Cape Smith,Quebec,Canada,
1179,CYKQ,Waskaganish Airport - SW of Fort Rupert,51.4733,-78.7584,75,Fort Rupert,Quebec,Canada,
1166,CYIK,Ivujivik Airport - NW of Ivujivik,62.4167,-77.9500,138,Ivujivik,Quebec,Canada,
1172,CYKB,SW of Kangiqsualujjuaq,58.5075,-65.9875,190,Kangiqsualujjuaq,Quebec,Canada,
1046,CWZS,NW of Amqui,48.4719,-67.4347,545,Amqui,Quebec,Canada,
1036,CWZB,Port-Aux-Basques - NW of Channel-Port aux Basques,47.5739,-59.1547,131, Channel-Port aux Basques,Quebec,Canada,
1087,CYAS,SE of Kangirsuk,60.0272,-69.9992,384,Kangirsuk,Quebec,Canada,
1083,CYAD,La Grande III - SE of Radisson,53.5718,-76.1963,764,Radisson,Quebec,Canada,
1084,CYAH,La Grande IV Airport - NW of Nitchequon,53.7547,-73.6753,1004,La Grande IV/Airport,Quebec,Canada,
1059,CXHF,High Falls - NW of Buckingham,45.8394,-75.6481,640,Buckingham,Quebec,Canada,
1092,CYBC,Baie Comeau Airport - SW of Pointe-Lebel,49.1325,-68.2044,72,Pointe-Lebel,Quebec,Canada,
1094,CYBG,Bagotville Military - NW of Port -Alfred,48.3339,-70.9869,522,Port-Alfred,Quebec,Canada,
1158,CYHH,Nemiscau Airport - NE of Nemiscau,51.7000,-76.1167,801,Nemiscau,Quebec,Canada,
1162,CYHU,Montreal Saint Hubert Airport - SE of Longueil,45.5175,-73.4169,89,Montreal,Quebec,Canada,
1149,CYGR,Iles De La Madelein Airport - SW of Grande-Entree,47.4247,-61.7781,33,Grande-Entree,Quebec,Canada,
1147,CYGP,Gaspe Airport - SW of Gaspe,48.7769,-64.4781,112,Gaspe,Quebec,Canada,
1151,CYGV,NW of Havre Saint Pierre,50.2819,-63.6114,124,Havre Saint Pierre,Quebec,Canada,
1152,CYGW,Kuujjuarapik Airport - NW of Poste-de-la-Baleine,55.2819,-77.7653,33,Poste-de-la-Baleine,Quebec,Canada,
1154,CYHA,Quaqtaq Airport - SE of Quaqtaq,61.0460,-69.6177,105,Quaqtaq,Quebec,Canada,
1145,CYGL,La Grande Riviere - SW of Radisson,53.6253,-77.7042,640,Radisson,Quebec,Canada,
923,CWSF,Cap Madeleine - NW of Riviere-La-Madeleine,49.2508,-65.3347,95,Rivirer-La-Madeleine,Quebec,Canada,
924,CWSG,NE of Cap-Chat,49.1092,-66.6544,16,Cap-Chat,Quebec,Canada,
911,CWRQ,Trois Rivieres - NW of Trois-Rivieres-Ouest,46.3833,-73.6167,36,Trois-Rivieres-Ouest,Quebec,Canada,
944,CWTG,Pointe Des Monts - SE of Godbout,49.3167,-67.3811,16,Godbout,Quebec,Canada,
938,CWTA,McTavish - SW of Montreal,45.5049,-73.5793,207,Montreal,Quebec,Canada,
872,CWPQ,Montreal-Est - NE of Montreal,45.6300,-73.5500,167,Montreal,Quebec,Canada,
883,CWQG, Valcartier  - BFC Valcartier - NE of Shannon,46.9000,-71.5000,551,Shannon,Quebec,Canada,
884,CWQH,NE of Lennoxville,45.3689,-71.8236,594,Lennoxville,Quebec,Canada,05830
888,CWQM,Cap Rouge - SE of Hebertville,48.3742,-71.5353,23,Hebertville,Quebec,Canada,
890,CWQO,Ile Bicquette - NW of Le Bic,48.4156,-68.8928,23,Le Bic,Quebec,Canada,
895,CWQV,Puinte Claveau - SE of L'Anse-Saint-Jean,48.2603,-70.1144,13,L'Anse-Saint-Jean,Quebec,Canada,
896,CWQW,Cape Whittle - SW of Pointe-a-Maurier,50.1631,-60.0617,23,Pointe-a-Maurier,Quebec,Canada,
893,CWQR,Ice Aux Perroquets - SE of Longue-Pointe-du-Mingan,50.2208,-64.2072,30,Longue-Pointe-du-Mingan,Quebec,Canada,
1011,CWXI,Ferolle Point - NW of New Ferolle,51.0167,-57.1000,26,New Ferolle,Quebec,Canada,
1009,CWXC,Onatchiway - NE of Canton-Begin,48.8942,-71.0317,997,Canton-Begin,Quebec,Canada,
987,CWVY,NW of Villeroy,46.4300,-71.9300,354,Villeroy,Quebec,Canada,
988,CWVZ,Ile Charron - NE of Montreal,45.5839,-73.4917,39,Montreal,Quebec,Canada,
948,CWTN,Cap Tourmente NE of Saint-Joachim,47.0667,-70.8000,20,Saint-Joachim,Quebec,Canada,
954,CWTY,Trois-Rivieres - NE of Trois-Rivieres,46.3586,-72.5161,20,Trois-Rivieres,Quebec,Canada,
957,CWUL,Quebec/Forecast Office - Trudeau Int'l Airport - SW of Montreal,45.4683,-73.7414,118,Montreal,Quebec,Canada,
980,CWVQ,Ste Anne De Bell NW of Baie-d'Urfe,45.4272,-73.9282,128,Baie-d'Urfe,Quebec,Canada,
833,CWNH,SW of Riviere Du Loup,47.8000,-69.5500,486,Riviere Du Loup,Quebec,Canada,
817,CWMN,McGill - NW of Baie-d'Urfe,45.4242,-73.9373,207,Baie-d'Urfe,Quebec,Canada,
825,CWMW,NW of Maniwaki,46.3900,-76.9600,557,Maniwaki,Quebec,Canada,
804,CWLU,NW of Lauzon,46.8300,-71.1700,216,Lauzon,Quebec,Canada,
814,CWMI,Miscou Island - NE of Pointe-Canot,48.0300,-64.5000,16,Pointe-Canot,Quebec,Canada,
815,CWMJ,SE of Maniwaki,46.2747,-75.9919,656,Maniwaki,Quebec,Canada,
853,CWOH,NW of Saint-Agathe-Des-Mont ,46.0500,-74.2833,1296,Sainte-Agathe-Des-Mont,Quebec,Canada,
849,CWOC,NE of New Carlisle,48.0200,-65.3300,154,New Carlisle,Quebec,Canada,
850,CWOD,NW of Normandin,48.8419,-72.5465,449,Normandin,Quebec,Canada,
841,CWNQ,SW of Nicolet,46.2258,-72.6572,33,Nicolet,Quebec,Canada,
869,CWPK,SE of Parent,47.9170,-74.6170,1450,Parent,Quebec,Canada,
866,CWPH,SE of Inukjuak,58.4500,-78.1167,10,Inukjuak,Quebec,Canada,
863,CWPD,Parc Des Laurentid - SW of Saint-Irenee,47.5622,-70.2289,2595,Saint Irenee,Quebec,Canada,
750,CWIT,St Clothilde - NW of Hemmingford,45.1700,-73.6800,171,Hemmingford,Quebec,Canada,
751,CWIU,St Gedeon - NW of Saint-Gedeon,48.4900,-71.7900,338,Saint-Gedeon,Quebec,Canada,
753,CWIX,Mistook - NW of L'Ascention,48.7700,-71.7200,370,L'Ascention,Quebec,Canada,
754,CWIX,Mistook - NW of L'Ascention,48.7700,-71.7200,370,L'Ascention,Quebec,Canada,
755,CWIZ,L'Acadie - SW of L'Arcadie,45.3000,-73.3500,370,L'Acadie,Quebec,Canada,
737,CWIA,Saint-Henri-de-Taillon Weather,48.6500,-71.8500,337,Saint-Henri-de-Taillon,Quebec,Canada,
729,CWHQ,NW of Deschambaults,46.6800,-71.9500,180,Deschambaults,Quebec,Canada,
733,CWHV,SW of Beauceville,46.2000,-70.7800,751,Beauceville,Quebec,Canada,
795,CWLH,Saint Lambert Weather,45.5000,-73.5200,23,Saint Lambert,Quebec,Canada,
766,CWJO,NE of Jonquiere,48.4200,-71.2200,436,Jonquiere,Quebec,Canada,
768,CWJT,SE of Saint-Jovite,46.0700,-74.5400,784,Saint-Jovite,Quebec,Canada,
775,CWKD,Bonnard - NW of Port Cartier,50.7044,-71.1625,1585,Port Cartier,Quebec,Canada,
669,CWEO,Weather Station - SE of Labrador City,51.2472,-63.2836,1945,Lac Eon,Quebec,Canada,
660,CWEE,Chamouchouane - NW of Melancon,49.2833,-73.3500,1001,Melancon,Quebec,Canada,
672,CWER,Ile D'Orleans Airport - SE of Saint-Fransois,46.9967,-70.8083,16,Saint-Francois,Quebec,Canada,
677,CWEW,L'Assomption - NE of Repentigny,45.8095,-73.4330,69,Repentigny,Quebec,Canada,
708,CWGQ,Roquemaure - SW of Palmarolle,48.6400,-79.4578,882,Palmarolle,Quebec,Canada,
709,CWGR, Grindstown Island- NW of Cap-aux-Meule,47.3900,-61.8700,196,Cap-au Meules,Quebec,Canada,
694,CWFW,NE of Baie Comeau,49.2592,-68.1458,423,Baie Comeau,Quebec,Canada,
691,CWFQ,Frelighsburg Village - Sw of Sutton,45.0500,-72.7300,498,Sutton,Quebec,Canada,
725,CWHM,NE of Varennes,45.7200,-73.3767,629,Varennes,Quebec,Canada,
616,CWBZ,St Anicet Airport - SE of St Anicet,45.1208,-74.2894,161,St Anicet,Quebec,Canada,
588,CWAF,Ile Rouge Airport,48.6666,-69.5333,16,Tadoussac,Quebec,Canada,
651,CWDT,Chute-Des-Passes Airport,49.9000,-71.2500,1309,Chute-Des-Passes,Quebec,Canada,
648,CWDP,Manouane-Est Weather Station - SW of Gagnon,51.0000,-71.0000,1627,Gagnon,Quebec,Canada,
649,CWDQ,La Tuque Airport - SW of La Tuque,47.4200,-72.8000,554,La Tuque,Quebec,Canada,
645,CWDM,Chevery Airport ,50.4688,-59.6366,39,Chevery,Quebec,Canada,
630,CWCS,Cote-Ste-Cath Mot - SE of Huntingdon,45.4167,-73.5667,56,Cote-Ste-Cath Mot,Quebec,Canada,
638,CWDC,Weather Station - SE of Uranium City,59.5670,-108.4830,1043,Uranium City,Saskatchewan,Canada,
619,CWCD,Saskatoon Kernen - SW of Saskattoon,52.1500,106.5500,1673,Saskatoon,Saskatchewan,Canada,
613,CWBU,Nipawin Airport,53.3327,-104.0088,1220,Nipawin,Saskatchewan,Canada,
726,CWHN,Jimmy Lake - SW of Cole Lake,54.9300,-109.9700,2086,Cole Lake,Saskatchewan,Canada,
687,CWFN,NW of Cree Lake,57.3600,-107.1300,1637,Cree Lake,Saskatchewan,Canada,
681,CWFF,SE of Melfort,52.8167,-104.6000,1604,Melfort,Saskatchewan,Canada,
663,CWEH,Eastend Cypress Airport - SW of Eastend Cypress,49.4378,-108.9800,3543,Eastend Cypress,Saskatchewan,Canada,
772,CWJX,Leader Airport - NE of Leader,50.9100,-109.5000,2201,Leader,Saskatchewan,Canada,
782,CWKO,NW of Rockglen,49.1800,-105.9800,3008,Rockglen,Saskatchewan,Canada,
797,CWLJ,NW of Meadow Lake,54.1400,-108.5400,1575,Meadow Lake,Saskatchewan,Canada,
792,CWLE,SW of Lucky Lake,50.9600,-107.1600,2175,Lucky Lake,Saskatchewan,Canada,
744,CWIK,NW of Broadview,50.3900,-102.6800,1975,Broadview,Saskatchewan,Canada,
761,CWJH,NW of Southend,56.3400,-103.2900,1125,Southend,Saskatchewan,Canada,
762,CWJI,Assiniboia Airport - NE of Assiniboia,49.7400,-105.9400,2372,Assiniboia,Saskatchewan,Canada,
752,CWIW,Watrous East - SE of Watrous,51.6700,-105.4100,1722,Watrous,Saskatchewan,Canada,
855,CWOK,Elbow - Switf Current Airport - SW of Swift Current,50.2919,-107.6906,2690,Swift Current,Saskatchewan,Canada,
859,CWOY,NW of Wynyard,51.7667,-104.2200,1841,Wynyard,Saskatchewan,Canada,
809,CWLZ,Candle Lake,53.7683,-105.2619,1650,Candle Lake,Saskatchewan,Canada,
805,CWLV,Prince Albert National Park - SE of Waskesu Lake,53.9200,-106.0700,1867,Waskesiu Lake,Saskatchewan,Canada,
819,CWMQ,NE of Maple Creek,49.9025,-109.4661,2516,Maple Creek,Saskatchewan,Canada,
979,CWVP,Cypress Hills Park - SE of Maple Creek ,49.6406,-109.5144,4170,Maple Creek,Saskatchewan,Canada,
977,CWVN,SE of Val Marie,49.0583,-107.5800,2618,Val Marie,Saskatchewan,Canada,
991,CWWC,Collins Bay NW of Wollaston Lake Post,58.1833,-103.7000,1614,Wollaston Lake Post,Saskatchewan,Canada,
982,CWVT,SE of Buffalo Narrows,55.8406,-108.4206,1424,Buffalo Narrows,Saskatchewan,Canada,
993,CWWF,NE of Weyburn,49.7000,-103.8000,1932,Weyburn,Saskatchewan,Canada,
943,CWTF,Beartooth Island - SW of Camsell Portage,59.2167,-109.7000,781,Camsell Portage,Saskatchewan,Canada,
931,CWSR,NW of Spiritwood,53.3667,-107.5500,1916,Spiritwood West,Saskatchewan,Canada,
1130,CYEN,Estevan Municipal Airport NE of Estevan,49.2103,-102.9658,1906,Estevan,Saskatchewan,Canada,
1155,CYHB,SE of Hudson Bay,52.8167,-102.3114,1175,Hudson Bay,Saskatchewan,Canada,
1099,CYBU,Nipawin Airport - SE of Nipawin,53.3325,-104.0083,1207,Nipawin,Saskatchewan,Canada,
1071,CXOX,La Ronge Airport - NE of La Ronge,55.1464,-105.2703,1243,La Ronge,Saskatchewan,Canada,
1081,CXXX,SW of Cluff Lake,58.3913,-109.5164,1112,Cluff Lake,Saskatchewan,Canada,
1031,CWYO,NW of Wynard,51.7667,-104.2000,1841,Wynyard,Saskatchewan,Canada,
1180,CYKY,Kindersley Airport - NW of Kindrsley,51.5174,-109.1746,2277,Kindersley,Saskatchewan,Canada,
1176,CYKJ,Key Lake - SW of Cree Lake,57.2564,-105.6175,1686,Cree Lake,Saskatchewan,Canada,
1185,CYLJ,Meadow Lake Airport - SW of Meadow Lake,54.1253,-108.5228,1575,Meadow Lake,Saskatchewan,Canada,
1187,CYLL,Lloydminster Airport - NW of Lloydminster,53.3105,-110.0741,2194,Lloydminster,Saskatchewan,Canada,
1194,CYMJ,Canadian Forces Base - Moose Jaw Military - SW of Moose Jaw,50.3303,-105.5592,1893,Moose Jaw,Saskatchewan,Canada,
1212,CYPA,Prince Albert Airport - NE of PrinceAlbert,53.2141,-105.6727,1405,Prince Albert,Saskatchewan,Canada,
1238,CYQR,Regina Airport - SW of Regina,50.4267,-104.6702,1893,Regina,Saskatchewan,Canada,
1289,CYVC,La Ronge Airport - NE of La Ronge,55.1514,-105.2619,1243,La Ronge,Saskatchewan,Canada,
1296,CYVT,SE of Buffalo Narrows,55.8419,-108.4175,1444,Buffalo Narrows,Saskatchewan,Canada,
1241,CYQV,Yorkton Airport - NW of Yotkton,51.2525,-102.4519,1635,Yorkton,Saskatchewan,Canada,
1242,CYQW,Cameron McIntosh Airport - SE of North Battleford,52.7692,-108.2436,1798,North Battleford,Saskatchewan,Canada,
1257,CYSF,Stony Rapids Airport,59.2500,-105.8410,805,Stony Rapids,Saskatchewan,Canada,
1332,CYYN,Swift Current Airport - SE of Swift Current,50.2919,-107.6905,2680,Swift Current,Saskatchewan,Canada,
1309,CYXE,Saskatoon Airport - John G. Diefenbaker Int'l - NW of Saskatoon,52.1700,-106.6912,1654,Saskatoon,Saskatchewan,Canada,
969,CWVC,SE of Swift Current,50.2592,-107.7360,2707,Swift Current,South Australia,Canada,
1114,CYCX,Gagetown CFB - SE of Oromocto,45.8389,-66.4497,167,Oromocto,XXX,Canada,04619
1107,CYCH,Miramichi Airport - SW of Chatham,47.0078,-65.4492,108,Chatham,XXX,Canada,
1108,CYCL,Charlo Airport - NW of River Charlo,47.9908,-66.3303,125,River Charlo,XXX,Canada,
1135,CYFC,Greater Fredericton Airport - SE of Fredericton,45.8722,-66.5278,69,Fredericton,XXX,Canada,
868,CWPJ,Pt Escuminac- NE of Hardwicke,47.0667,-64.8000,16,Hardwicke,XXX,Canada,
1333,CYYQ,Churchill Airport - SE of Churchhill,58.7392,-94.0664,95,Churchill,XXX,Canada,
1354,CZBF,Bathurst Regional Airport - NW of Bathurst,47.6292,-65.7483,194,Bathurst,XXX,Canada,
1236,CYQM,Greater Moncton Int'l Airport - NE of Moncton,46.1222,-64.6786,232,Moncton,XXX,Canada,
1207,CYOC,Old Crow Airport - SW of Old Crow,67.5705,-139.8391,824,Old Crow,Yukon,Canada,
1191,CYMA,Mayo Airport - NE of Mayo,63.6164,-135.8683,1654,Mayo,Yukon,Canada,
1276,CYUA,Shingle Point Airport - SE of Herschel,68.9500,-137.2167,125,Herschel,Yukon,Canada,
1350,CYZW,Teslin Airport - NW of Teslin,60.1727,-132.7427,2313,Teslin,Yukon,Canada,
1359,CZFA,Faro Airport - NW of Faro,62.2075,-133.3758,2351,Faro,Yukon,Canada,
1315,CYXQ,Beaver Creek Airport - NW of Beaver Creek,62.4100,-140.8670,2123,Beaver Creek,Yukon,Canada,
1321,CYXY,Whitehorse International Airport  - SW of Whitehorse,60.7094,-135.0672,2316,Whitehorse,Yukon,Canada,
857,CWON,SE of Dawson,64.0500,-139.1600,1214,Dawson,Yukon,Canada,
731,CWHT,NW of Haines Junction,60.7726,-137.5813,1965,Haines Junction,Yukon,Canada,
765,CWJN,Herschel Island - Ivvavik National Park - SW of Hershel,69.5700,-138.9200,3,Herschel,Yukon,Canada,
781,CWKM,Komakuk Beach -NW of Herschel,69.5947,-140.1737,43,Komakuk Beach,Yukon,Canada,
637,CWDB,Burwash Landing,61.3530,-138.9866,2644,Burwash Landing,Yukon,Canada,
1116,CYDA,Dawson Airport - SE of Dawson,64.0431,-139.1278,1214,Dawson,Yukon,Canada,
1117,CYDB,Burwash Airport NW of Burwash Landing,61.3706,-139.0400,2648,Burwash Landing,Yukon,Canada,
1121,CYDM,Ross River Airport - NE of Ross River,61.9666,-132.4330,2313,Ross River,Yukon,Canada,
1047,CWZW,SW of Teslin,60.1667,-132.7333,2313,Teslin,Yukon,Canada,
958,CWUM,NW of Faro,62.2333,-133.3500,2352,Faro,Yukon,Canada,
912,CWRR,Rock River - NW of Aklavik,68.9500,-136.2700,1968,Aklavik,Yukon,Canada,
58230,ZYYJ,SW of Yanji,42.8828,129.4512,624,Yanji,(null),China,
58477,ZLYA,Yan'an Ershilipu Airport - NE of Yan'an,36.6369,9.5538,3100,Yan'an,(null),China,
57094,ZUGY,Guilin Intl Airport,26.5385,106.8010,3524,Guiyang,(null),China,
60915,ZWYN,Yining Airport - NE of Yining,43.9558,81.3302,2185,Yining,(null),China,
59508,ZGZJ,NW of Zhanjiang,21.2175,110.3577,125,Khanjiang,(null),China,
59509,ZLIC,Yinchuan/Hedong Airport,38.3216,106.3925,3714,Yinchuan/Hedong,(null),China,
57763,SKMU,Alberto Leon Bentley Airport - SW of Mity,1.2536,-70.2338,680,Mitu,(null),Colombia,
58095,SKBS,José Celestino Mutis Airport - NW of Quibdo,6.2027,-77.3944,80,Bahia Solano,(null),Colombia,
58096,SKBU,Buennaventura (Gerado Tobar Lopez Airport - SE of Buenaventura,3.8197,-76.9897,48,Buenaventura,(null),Colombia,
58097,SKGP,Guapi Juan Casiano,2.5722,77.9077,164,Guapi,(null),Colombia,
58098,SKQU,Mariquita Airport,5.2019,74.8841,1531,Mariquita,(null),Colombia,
58099,SKSJ,Jorge Enrique González Torres Airport,2.5797,-72.6391,604, San José del Guaviare,(null),Colombia,
55950,SKFL,Florencia/Gustavo A ParedesAirport - SE of Florencia,1.5891,-75.5644,803,Florencia,(null),Colombia,
56109,SKCO,La Florida Airport,1.8144,-78.7491,8,Tumaco,(null),Colombia,
55279,SKAS,Puerto Asis/Tres De Mayo Airport  - SE of Puerto Asis,0.5051,-76.5009,815,Puerto Asis,(null),Colombia,
54803,N033,Larnaca International Airport - SW of Larnca,34.8788,33.6302,0,Larnaca,(null),Cyprus,
54660,FZFG,Bokata Airport,4.1170,19.4169,1647,Bokata,(null),Democratic Republic of the Congo (formerly Zaire),
56363,SEGS,Seymore Airport - NE of Bellavista,-0.4538,-90.2658,207,Santa Cruz Galapagos Islands,(null),Equador,
57619,SEQM,Mariscal Sucre International Airport - NE of Quinto,-0.1242,-78.3544,7874,Quinto,(null),Equador,
54612,SFAL,Port Stanley Airport,51.6856,-57.7776,75,Stanley,(null),Falkland Islands,
60799,NTAT,Fa'a'a International Airport - SW of Papeete,-17.5566,-149.6113,5,Papeete,(null),Fiji Islands,
60791,NFNS,Savusavu Airport,-16.8027,179.3405,43,Savasavu,(null),Fiji Islands,
59566,ETGI,Idar-Oberstein Airport - NE of Odenbach,49.7114,7.7310,1237,Odenbch,(null),Germany,
55951,SKGI,Thessaloniki Airport - SE of Thessaloniki,40.5197,22.9708,0,Thessaloniki,(null),Greece,
53498,MGCP,Champerico,14.3070,-91.8990,36,Champerico,(null),Guatemala,
60795,MGGT,La Aurora International Airport,14.5816,-90.5266,4951,Guatamala City,(null),Guatemala,
59845,VEBD,Bagdogra Airport,26.6811,88.3286,412,,(null),India,
58712,VOCB,Coimbatore International Airport,11.0266,77.0416,1311,Coimbatore,(null),India,
59127,VEIM,Imphal International Airport,24.7600,93.8966,2540,Imphal,(null),India,
59129,VEGT,Lokpriya Gopinath Bordoloi International Airport - SW of Guwahati,26.1061,91.5858,162,Guwahati,(null),India,
56125,WAJJ,Sentani Airport - SW of Jayapura,-2.5769,140.5161,289,Jayapura,(null),Indonesia,
58231,MUSA,Abu Musa Airport - NW of Dubai,25.8755,55.0327,23,Abu Mesa Island,(null),Iran,
57348,LICB,Comiso Airport - NE of Comiso,36.9916,14.6069,620,Comiso,(null),Italy,
56207,REFG,Reggio Calabria Airport,38.0719,15.6536,96,Reggio di Calabria,(null),Italy,
53452,LIQJ,Civitavecchia Airport,42.0328,11.8331,13,Santa Marinella,(null),Italy,
45640,D6266,SE of Arezzo,43.4300,11.8900,919,Arezzo,(null),Italy,
54385,MM20,Cordoba Airport - SW of Cordoba,18.8741,-96.9581,3000,Cordoba,(null),Mexico,
53717,MM27, Cementos Mexicanos Airport,21.9840,-98.9619,341,Ciudad Valles,(null),Mexico,
55029,MM23,Rancho Santa Ynes Airport - Baja - NW of Santa Ynes,29.7259,-114.6990,1843,Rancho Santa Ynes,(null),Mexico,
55030,MM29,Ta Lo De Soto Airport - Se of Cuajinicuilapa,16.4634,-98.3929,490,Ta Lo De Soto,(null),Mexico,
54806,MM32,Puerto Libertad North Airport - NW of La Libertad,29.9214,112.6606,148,Pueto Libertad North,(null),Mexico,
54807,MM26,San Ignacio 1 Airport - NW of San Ignacio,27.2966,-112.9383,400,San Ignacio,(null),Mexico,
57035,MM30,Campo Gobierno Airport - SE of Campo Vital,24.6585,-107.5523,43,Campo Gobierno ,(null),Mexico,
58936,MMXX,Benito Juárez International Airport,19.4363,-99.0720,7316,Mexico City,(null),Mexico,
5035,MMCM,Chetumal - SW of Calderitas,18.5000,-88.3000,39,Calderitas,(null),Mexico,70091
5056,MMLT,NW of Loreto,26.0200,-111.3500,49,Loreto,(null),Mexico,85621
57274,NCAI,Cook Islands - Aitutaki Amuri Fld AAF,-18.8309,-159.7642,16,Arutunga,(null),New Zealand,
58349,NCPY,Tongareva Airport - Penrhyn Island - Cook Islands,-9.0061,-158.0364,7,Penrhyn,(null),New Zealand,
30815,NZIR,McMurdo Station Ice Runway,-77.8700,166.5300,7,Ice Runway,(null),New Zealand,
28892,NZWP,Whenuapai Air Force Base,-36.7800,174.6300,98,Whenuapai,(null),New Zealand,
28939,NZOH,Ohakea Air Force Base,-40.2000,175.3700,164,Ohakea,(null),New Zealand,
27864,NZWN,Wellington Airport,-41.3272,174.8053,39,Wellington,(null),New Zealand,
28021,NZPG,Pegasus Field Weather,-77.9500,166.5200,16,Pegasus Field,(null),New Zealand,
